timestamp,sample_id,uptime_ms,scenario_id,cpu_utilization,cpu_idle,task_cpu_utilization,total_heap,free_heap,used_heap,heap_utilization,minimum_free_heap,stack_high_water_mark,stack_utilization,task_name,task_priority,task_state,task_execution_time,task_period,task_jitter,task_execution_count,deadline_misses,context_switches,task_switches,scheduler_delay,active_task_count,inference_time,min_inference_time,max_inference_time,average_inference_time,inference_count,inference_frequency,queue_length,queue_capacity,queue_utilization,messages_sent,messages_received,dropped_messages,interrupt_count,interrupt_latency,power_consumption,system_temperature,watchdog_resets,system_resets,heap_churn_bytes,heap_alloc_failures,distance_cm,ultrasonic_timeouts,logged_at
52528,53,52528,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1821,0,1001,2627,0,11,9,9,9,9.0,35,35.0,9,10,90.0,530,521,1291,33,10416,282.0,563.3,0,1,4096,0,-1.0,231,2026-09-19T23:24:28
52528,53,52528,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,521,0,1001,2627,0,11,9,9,9,9.0,35,35.0,9,10,90.0,530,521,1291,33,10416,282.0,563.3,0,1,4096,0,-1.0,232,2026-09-19T23:24:28
52528,53,52528,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,2,1000,1,53,0,1001,2627,0,11,9,9,9,9.0,35,35.0,9,10,90.0,530,521,1291,33,10416,282.0,563.3,0,1,4096,0,-1.0,232,2026-09-19T23:24:28
52528,53,52528,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,231,0,1001,2627,0,11,9,9,9,9.0,35,35.0,9,10,90.0,530,521,1291,33,10416,282.0,563.3,0,1,4096,0,-1.0,232,2026-09-19T23:24:28
53533,54,53533,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1856,0,999,2677,0,11,9,9,9,9.0,35,35.0,9,10,90.0,540,531,1316,33,10416,281.9,563.3,0,1,4096,0,-1.0,236,2026-09-19T23:24:29
53533,54,53533,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,531,0,999,2677,0,11,9,9,9,9.0,35,35.0,9,10,90.0,540,531,1316,33,10416,281.9,563.3,0,1,4096,0,-1.0,236,2026-09-19T23:24:29
53533,54,53533,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,5,54,0,999,2677,0,11,9,9,9,9.0,35,35.0,9,10,90.0,540,531,1316,33,10416,281.9,563.3,0,1,4096,0,-1.0,236,2026-09-19T23:24:29
53533,54,53533,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,236,0,999,2677,0,11,9,9,9,9.0,35,35.0,9,10,90.0,540,531,1316,33,10416,281.9,563.3,0,1,4096,0,-1.0,236,2026-09-19T23:24:29
54527,55,54527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1891,0,1000,2727,0,11,9,9,9,9.0,35,35.0,9,10,90.0,550,541,1341,33,10416,281.9,563.3,0,1,4096,0,-1.0,240,2026-09-19T23:24:30
54527,55,54527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,541,0,1000,2727,0,11,9,9,9,9.0,35,35.0,9,10,90.0,550,541,1341,33,10416,281.9,563.3,0,1,4096,0,-1.0,240,2026-09-19T23:24:30
54527,55,54527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,55,0,1000,2728,0,11,9,9,9,9.0,35,35.0,9,10,90.0,550,541,1341,33,10416,281.9,563.3,0,1,4096,0,-1.0,240,2026-09-19T23:24:30
54527,55,54527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,READY,0,200,0,240,0,1000,2728,0,11,9,9,9,9.0,35,35.0,9,10,90.0,550,541,1341,33,10416,281.9,563.3,0,1,4096,0,-1.0,240,2026-09-19T23:24:30
55527,56,55527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1926,0,1000,2778,0,11,9,9,9,9.0,35,35.0,9,10,90.0,560,551,1366,33,10416,282.0,563.3,0,1,4096,0,-1.0,245,2026-09-19T23:24:31
55527,56,55527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,551,0,1000,2778,0,11,9,9,9,9.0,35,35.0,9,10,90.0,560,551,1366,33,10416,282.0,563.3,0,1,4096,0,-1.0,245,2026-09-19T23:24:31
55527,56,55527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,56,0,1000,2778,0,11,9,9,9,9.0,35,35.0,9,10,90.0,560,551,1366,33,10416,282.0,563.3,0,1,4096,0,-1.0,245,2026-09-19T23:24:31
55527,56,55527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,245,0,1000,2778,0,11,9,9,9,9.0,35,35.0,9,10,90.0,560,551,1366,33,10416,282.0,563.3,0,1,4096,0,-1.0,245,2026-09-19T23:24:31
56533,57,56533,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,57,0,1000,2828,0,11,9,9,9,9.0,35,35.0,9,10,90.0,570,561,1391,33,10416,281.9,563.3,0,1,4096,0,-1.0,249,2026-09-19T23:24:32
56533,57,56533,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,249,0,1000,2828,0,11,9,9,9,9.0,35,35.0,9,10,90.0,570,561,1391,33,10416,281.9,563.3,0,1,4096,0,-1.0,249,2026-09-19T23:24:32
57527,58,57527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,1996,0,1000,2879,0,11,9,9,9,9.0,35,35.0,9,10,90.0,580,571,1416,33,10416,282.1,563.3,0,1,4096,0,-1.0,254,2026-09-19T23:24:33
57527,58,57527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,571,0,1000,2879,0,11,9,9,9,9.0,35,35.0,9,10,90.0,580,571,1416,33,10416,282.1,563.3,0,1,4096,0,-1.0,254,2026-09-19T23:24:33
57527,58,57527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,58,0,1000,2879,0,11,9,9,9,9.0,35,35.0,9,10,90.0,580,571,1416,33,10416,282.1,563.3,0,1,4096,0,-1.0,254,2026-09-19T23:24:33
57527,58,57527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,254,0,1000,2879,0,11,9,9,9,9.0,35,35.0,9,10,90.0,580,571,1416,33,10416,282.1,563.3,0,1,4096,0,-1.0,254,2026-09-19T23:24:33
58527,59,58527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2031,0,1000,2929,0,11,9,9,9,9.0,35,35.0,9,10,90.0,590,581,1441,33,10416,282.0,563.3,0,1,4096,0,-1.0,258,2026-09-19T23:24:34
58527,59,58527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,581,0,1000,2929,0,11,9,9,9,9.0,35,35.0,9,10,90.0,590,581,1441,33,10416,282.0,563.3,0,1,4096,0,-1.0,258,2026-09-19T23:24:34
58527,59,58527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,59,0,1000,2929,0,11,9,9,9,9.0,35,35.0,9,10,90.0,590,581,1441,33,10416,282.0,563.3,0,1,4096,0,-1.0,258,2026-09-19T23:24:34
58527,59,58527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,258,0,1000,2929,0,11,9,9,9,9.0,35,35.0,9,10,90.0,590,581,1441,33,10416,282.0,563.3,0,1,4096,0,-1.0,258,2026-09-19T23:24:34
59533,60,59533,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2066,0,1000,2980,0,11,9,9,9,9.0,35,35.0,9,10,90.0,600,591,1466,33,10416,282.1,563.3,0,1,4096,0,-1.0,263,2026-09-19T23:24:35
59533,60,59533,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,591,0,1000,2980,0,11,9,9,9,9.0,35,35.0,9,10,90.0,600,591,1466,33,10416,282.1,563.3,0,1,4096,0,-1.0,263,2026-09-19T23:24:35
59533,60,59533,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,60,0,1000,2980,0,11,9,9,9,9.0,35,35.0,9,10,90.0,600,591,1466,33,10416,282.1,563.3,0,1,4096,0,-1.0,263,2026-09-19T23:24:35
59533,60,59533,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,263,0,1000,2980,0,11,9,9,9,9.0,35,35.0,9,10,90.0,600,591,1466,33,10416,282.1,563.3,0,1,4096,0,-1.0,263,2026-09-19T23:24:35
60527,61,60527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2101,0,1000,3030,0,11,9,9,9,9.0,35,35.0,9,10,90.0,610,601,1491,33,10416,282.1,563.3,0,1,4096,0,-1.0,267,2026-09-19T23:24:36
60527,61,60527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,601,0,1000,3030,0,11,9,9,9,9.0,35,35.0,9,10,90.0,610,601,1491,33,10416,282.1,563.3,0,1,4096,0,-1.0,267,2026-09-19T23:24:36
60527,61,60527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,61,0,1000,3030,0,11,9,9,9,9.0,35,35.0,9,10,90.0,610,601,1491,33,10416,282.1,563.3,0,1,4096,0,-1.0,267,2026-09-19T23:24:36
60527,61,60527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,267,0,1000,3030,0,11,9,9,9,9.0,35,35.0,9,10,90.0,610,601,1491,33,10416,282.1,563.3,0,1,4096,0,-1.0,267,2026-09-19T23:24:36
61528,62,61528,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2136,0,1001,3081,0,11,9,9,9,9.0,35,35.0,9,10,90.0,620,611,1516,33,10416,282.2,563.3,0,1,4096,0,-1.0,271,2026-09-19T23:24:37
61528,62,61528,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,611,0,1001,3081,0,11,9,9,9,9.0,35,35.0,9,10,90.0,620,611,1516,33,10416,282.2,563.3,0,1,4096,0,-1.0,272,2026-09-19T23:24:37
61528,62,61528,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,2,1000,1,62,0,1001,3081,0,11,9,9,9,9.0,35,35.0,9,10,90.0,620,611,1516,33,10416,282.2,563.3,0,1,4096,0,-1.0,272,2026-09-19T23:24:37
61528,62,61528,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,271,0,1001,3081,0,11,9,9,9,9.0,35,35.0,9,10,90.0,620,611,1516,33,10416,282.2,563.3,0,1,4096,0,-1.0,272,2026-09-19T23:24:37
62533,63,62533,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2171,0,999,3131,0,11,9,9,9,9.0,35,35.0,9,10,90.0,630,621,1541,33,10416,282.1,563.4,0,1,4096,0,-1.0,276,2026-09-19T23:24:38
62533,63,62533,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,621,0,999,3131,0,11,9,9,9,9.0,35,35.0,9,10,90.0,630,621,1541,33,10416,282.1,563.4,0,1,4096,0,-1.0,276,2026-09-19T23:24:38
62533,63,62533,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,5,63,0,999,3131,0,11,9,9,9,9.0,35,35.0,9,10,90.0,630,621,1541,33,10416,282.1,563.4,0,1,4096,0,-1.0,276,2026-09-19T23:24:38
62533,63,62533,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,276,0,999,3131,0,11,9,9,9,9.0,35,35.0,9,10,90.0,630,621,1541,33,10416,282.1,563.4,0,1,4096,0,-1.0,276,2026-09-19T23:24:38
63527,64,63527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2206,0,1000,3181,0,11,9,9,9,9.0,35,35.0,9,10,90.0,640,631,1566,33,10416,282.1,563.4,0,1,4096,0,-1.0,280,2026-09-19T23:24:39
63527,64,63527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,631,0,1000,3181,0,11,9,9,9,9.0,35,35.0,9,10,90.0,640,631,1566,33,10416,282.1,563.4,0,1,4096,0,-1.0,280,2026-09-19T23:24:39
63527,64,63527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,64,0,1000,3182,0,11,9,9,9,9.0,35,35.0,9,10,90.0,640,631,1566,33,10416,282.1,563.4,0,1,4096,0,-1.0,280,2026-09-19T23:24:39
63527,64,63527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,READY,0,200,0,280,0,1000,3182,0,11,9,9,9,9.0,35,35.0,9,10,90.0,640,631,1566,33,10416,282.1,563.4,0,1,4096,0,-1.0,280,2026-09-19T23:24:39
64527,65,64527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2241,0,1000,3232,0,11,9,9,9,9.0,35,35.0,9,10,90.0,650,641,1591,33,10416,282.2,563.4,0,1,4096,0,-1.0,285,2026-09-19T23:24:40
64527,65,64527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,641,0,1000,3232,0,11,9,9,9,9.0,35,35.0,9,10,90.0,650,641,1591,33,10416,282.2,563.4,0,1,4096,0,-1.0,285,2026-09-19T23:24:40
64527,65,64527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,65,0,1000,3232,0,11,9,9,9,9.0,35,35.0,9,10,90.0,650,641,1591,33,10416,282.2,563.4,0,1,4096,0,-1.0,285,2026-09-19T23:24:40
64527,65,64527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,285,0,1000,3232,0,11,9,9,9,9.0,35,35.0,9,10,90.0,650,641,1591,33,10416,282.2,563.4,0,1,4096,0,-1.0,285,2026-09-19T23:24:40
65533,66,65533,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,66,0,1000,3282,0,11,9,9,9,9.0,35,35.0,9,10,90.0,660,651,1616,33,10416,282.1,563.4,0,1,4096,0,-1.0,289,2026-09-19T23:24:41
65533,66,65533,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,289,0,1000,3282,0,11,9,9,9,9.0,35,35.0,9,10,90.0,660,651,1616,33,10416,282.1,563.4,0,1,4096,0,-1.0,289,2026-09-19T23:24:41
66527,67,66527,1,46.4,53.6,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2311,0,1000,3333,0,11,9,9,9,9.0,35,35.0,9,10,90.0,670,661,1641,33,10416,282.2,563.4,0,1,4096,0,-1.0,294,2026-09-19T23:24:42
66527,67,66527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,661,0,1000,3333,0,11,9,9,9,9.0,35,35.0,9,10,90.0,670,661,1641,33,10416,282.2,563.4,0,1,4096,0,-1.0,294,2026-09-19T23:24:42
66527,67,66527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,67,0,1000,3333,0,11,9,9,9,9.0,35,35.0,9,10,90.0,670,661,1641,33,10416,282.2,563.4,0,1,4096,0,-1.0,294,2026-09-19T23:24:42
66527,67,66527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,294,0,1000,3333,0,11,9,9,9,9.0,35,35.0,9,10,90.0,670,661,1641,33,10416,282.2,563.4,0,1,4096,0,-1.0,294,2026-09-19T23:24:42
67527,68,67527,1,46.3,53.7,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2346,0,1000,3383,0,11,9,9,9,9.0,35,35.0,9,10,90.0,680,671,1666,33,10416,282.2,563.4,0,1,4096,0,-1.0,298,2026-09-19T23:24:43
67527,68,67527,1,46.3,53.7,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,671,0,1000,3383,0,11,9,9,9,9.0,35,35.0,9,10,90.0,680,671,1666,33,10416,282.2,563.4,0,1,4096,0,-1.0,298,2026-09-19T23:24:43
67527,68,67527,1,46.3,53.7,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,68,0,1000,3383,0,11,9,9,9,9.0,35,35.0,9,10,90.0,680,671,1666,33,10416,282.2,563.4,0,1,4096,0,-1.0,298,2026-09-19T23:24:43
67527,68,67527,1,46.3,53.7,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,298,0,1000,3383,0,11,9,9,9,9.0,35,35.0,9,10,90.0,680,671,1666,33,10416,282.2,563.4,0,1,4096,0,-1.0,298,2026-09-19T23:24:43
68533,69,68533,1,46.4,53.6,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2381,0,1000,3434,0,11,9,9,9,9.0,35,35.0,9,10,90.0,690,681,1691,33,10416,282.3,563.4,0,1,4096,0,-1.0,303,2026-09-19T23:24:44
68533,69,68533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,681,0,1000,3434,0,11,9,9,9,9.0,35,35.0,9,10,90.0,690,681,1691,33,10416,282.3,563.4,0,1,4096,0,-1.0,303,2026-09-19T23:24:44
68533,69,68533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,6,69,0,1000,3434,0,11,9,9,9,9.0,35,35.0,9,10,90.0,690,681,1691,33,10416,282.3,563.4,0,1,4096,0,-1.0,303,2026-09-19T23:24:44
68533,69,68533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,303,0,1000,3434,0,11,9,9,9,9.0,35,35.0,9,10,90.0,690,681,1691,33,10416,282.3,563.4,0,1,4096,0,-1.0,303,2026-09-19T23:24:44
69527,70,69527,1,46.4,53.6,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2416,0,1000,3484,0,11,9,9,9,9.0,35,35.0,9,10,90.0,700,691,1716,33,10416,282.3,563.4,0,1,4096,0,-1.0,307,2026-09-19T23:24:45
69527,70,69527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,691,0,1000,3484,0,11,9,9,9,9.0,35,35.0,9,10,90.0,700,691,1716,33,10416,282.3,563.4,0,1,4096,0,-1.0,307,2026-09-19T23:24:45
69527,70,69527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,70,0,1000,3484,0,11,9,9,9,9.0,35,35.0,9,10,90.0,700,691,1716,33,10416,282.3,563.4,0,1,4096,0,-1.0,307,2026-09-19T23:24:45
69527,70,69527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,307,0,1000,3484,0,11,9,9,9,9.0,35,35.0,9,10,90.0,700,691,1716,33,10416,282.3,563.4,0,1,4096,0,-1.0,307,2026-09-19T23:24:45
70528,71,70528,1,46.4,53.6,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2451,0,1001,3535,0,11,9,9,9,9.0,35,35.0,9,10,90.0,710,701,1741,33,10416,282.3,563.4,0,1,4096,0,-1.0,311,2026-09-19T23:24:46
70528,71,70528,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,701,0,1001,3535,0,11,9,9,9,9.0,35,35.0,9,10,90.0,710,701,1741,33,10416,282.3,563.4,0,1,4096,0,-1.0,312,2026-09-19T23:24:46
70528,71,70528,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,2,1000,1,71,0,1001,3535,0,11,9,9,9,9.0,35,35.0,9,10,90.0,710,701,1741,33,10416,282.3,563.4,0,1,4096,0,-1.0,312,2026-09-19T23:24:46
70528,71,70528,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,311,0,1001,3535,0,11,9,9,9,9.0,35,35.0,9,10,90.0,710,701,1741,33,10416,282.3,563.4,0,1,4096,0,-1.0,312,2026-09-19T23:24:46
71533,72,71533,1,46.4,53.6,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2486,0,999,3585,0,11,9,9,9,9.0,35,35.0,9,10,90.0,720,711,1766,33,10416,282.3,563.4,0,1,4096,0,-1.0,316,2026-09-19T23:24:47
71533,72,71533,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,711,0,999,3585,0,11,9,9,9,9.0,35,35.0,9,10,90.0,720,711,1766,33,10416,282.3,563.4,0,1,4096,0,-1.0,316,2026-09-19T23:24:47
71533,72,71533,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,7,1000,5,72,0,999,3585,0,11,9,9,9,9.0,35,35.0,9,10,90.0,720,711,1766,33,10416,282.3,563.4,0,1,4096,0,-1.0,316,2026-09-19T23:24:47
71533,72,71533,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,316,0,999,3585,0,11,9,9,9,9.0,35,35.0,9,10,90.0,720,711,1766,33,10416,282.3,563.4,0,1,4096,0,-1.0,316,2026-09-19T23:24:47
72527,73,72527,1,46.4,53.6,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2521,0,1000,3635,0,11,9,9,9,9.0,35,35.0,9,10,90.0,730,721,1791,33,10416,282.3,563.4,0,1,4096,0,-1.0,320,2026-09-19T23:24:48
72527,73,72527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,721,0,1000,3635,0,11,9,9,9,9.0,35,35.0,9,10,90.0,730,721,1791,33,10416,282.3,563.4,0,1,4096,0,-1.0,320,2026-09-19T23:24:48
72527,73,72527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,6,73,0,1000,3636,0,11,9,9,9,9.0,35,35.0,9,10,90.0,730,721,1791,33,10416,282.3,563.4,0,1,4096,0,-1.0,320,2026-09-19T23:24:48
72527,73,72527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,READY,0,200,0,320,0,1000,3636,0,11,9,9,9,9.0,35,35.0,9,10,90.0,730,721,1791,33,10416,282.3,563.4,0,1,4096,0,-1.0,320,2026-09-19T23:24:48
73527,74,73527,1,46.4,53.6,28.6,384252,8710932,4286640616,1115580.5,8706704,3639,55.6,AI_Task,2,BLOCKED,9,20,0,2556,0,1000,3686,0,11,9,9,9,9.0,35,35.0,9,10,90.0,740,731,1816,33,10416,282.3,563.4,0,1,4096,0,-1.0,325,2026-09-19T23:24:49
73527,74,73527,1,46.4,53.6,3.1,384252,8710932,4286640616,1115580.5,8706704,3368,17.8,MotorControl_Task,3,BLOCKED,4,100,0,731,0,1000,3686,0,11,9,9,9,9.0,35,35.0,9,10,90.0,740,731,1816,33,10416,282.3,563.4,0,1,4096,0,-1.0,325,2026-09-19T23:24:49
73527,74,73527,1,46.4,53.6,0.6,384252,8710932,4286640616,1115580.5,8706704,1344,67.2,Monitor_Task,1,RUNNING,1,1000,0,74,0,1000,3686,0,11,9,9,9,9.0,35,35.0,9,10,90.0,740,731,1816,33,10416,282.3,563.4,0,1,4096,0,-1.0,325,2026-09-19T23:24:49
73527,74,73527,1,46.4,53.6,11.0,384252,8710932,4286640616,1115580.5,8706704,1244,39.3,Ultrasonic_Task,1,BLOCKED,0,200,0,325,0,1000,3686,0,11,9,9,9,9.0,35,35.0,9,10,90.0,740,731,1816,33,10416,282.3,563.4,0,1,4096,0,-1.0,325,2026-09-19T23:24:49
